id,sid,tid,word,lemma,upos,pos,cid,source,relation,word_source,lemma_source,sentiment,CodeType
doc1,1,13,media,media,NOUN,NNS,63.0,8.0,conj,legal,legal,1,Object
doc1,1,14,contacts,contact,NOUN,NNS,69.0,6.0,dobj,refer,refer,1,Object
doc1,1,15,to,to,PRT,TO,78.0,17.0,case,department,department,1,Condition
doc1,1,16,the,the,DET,DT,81.0,17.0,det,department,department,1,Condition
doc1,1,17,department,department,NOUN,NN,85.0,6.0,nmod,refer,refer,1,Condition
doc1,1,18,.,.,.,.,95.0,6.0,punct,refer,refer,1,
doc1,1,0,ROOT,ROOT,,,,,,,,1,
doc1,1,1,all,all,DET,DT,0.0,2.0,det,departments,department,1,Attribute
doc1,1,2,departments,department,NOUN,NNS,4.0,22.0,nsubj,give,give,1,Attribute
doc1,1,3,",",",",.,",",15.0,2.0,punct,departments,department,1,
doc1,1,4,committees,committee,NOUN,NNS,17.0,2.0,conj,departments,department,1,Attribute
doc1,1,5,",",",",.,",",27.0,2.0,punct,departments,department,1,
doc1,1,6,commissioners,commissioner,NOUN,NNS,29.0,2.0,conj,departments,department,1,Attribute
doc1,1,7,",",",",.,",",42.0,2.0,punct,departments,department,1,
doc1,1,8,or,or,CONJ,CC,44.0,2.0,cc,departments,department,1,Attribute
doc1,1,9,officers,officer,NOUN,NNS,47.0,2.0,conj,departments,department,1,Attribute
doc1,1,10,of,of,ADP,IN,56.0,12.0,case,state,state,1,Attribute
doc1,1,11,this,this,DET,DT,59.0,12.0,det,state,state,1,Attribute
doc1,1,12,state,state,NOUN,NN,64.0,9.0,nmod,officers,officer,1,Attribute
doc1,1,13,or,or,CONJ,CC,70.0,2.0,cc,departments,department,1,Attribute
doc1,1,14,of,of,ADP,IN,73.0,17.0,case,subdivision,subdivision,1,Attribute
doc1,1,15,any,any,DET,DT,76.0,17.0,det,subdivision,subdivision,1,Attribute
doc1,1,16,political,political,ADJ,JJ,80.0,17.0,amod,subdivision,subdivision,1,Attribute
doc1,1,17,subdivision,subdivision,NOUN,NN,90.0,2.0,conj,departments,department,1,Attribute
doc1,1,18,of,of,ADP,IN,102.0,20.0,case,state,state,1,Attribute
doc1,1,19,this,this,DET,DT,105.0,20.0,det,state,state,1,Attribute
doc1,1,20,state,state,NOUN,NN,110.0,17.0,nmod,subdivision,subdivision,1,Attribute
doc1,1,21,shall,shall,VERB,MD,116.0,22.0,aux,give,give,1,Deontic
doc1,1,22,give,give,VERB,VB,122.0,0.0,root,ROOT,ROOT,1,Aim
doc1,1,23,to,to,PRT,TO,127.0,25.0,case,council,council,1,
doc1,1,24,the,the,DET,DT,130.0,25.0,det,council,council,1,
doc1,1,25,council,council,NOUN,NN,134.0,22.0,nmod,give,give,1,Object
doc1,1,26,",",",",.,",",141.0,25.0,punct,council,council,1,
doc1,1,27,or,or,CONJ,CC,143.0,22.0,cc,give,give,1,Object
doc1,1,28,to,to,PRT,TO,146.0,30.0,case,member,member,1,Object
doc1,1,29,any,any,DET,DT,149.0,30.0,det,member,member,1,Object
doc1,1,30,member,member,NOUN,NN,153.0,22.0,nmod,give,give,1,Object
doc1,1,31,or,or,CONJ,CC,160.0,30.0,cc,member,member,1,Object
doc1,1,32,representative,representative,NOUN,NN,163.0,22.0,nmod,give,give,1,Object
doc1,1,33,of,of,ADP,IN,178.0,35.0,case,council,council,1,Object
doc1,1,34,the,the,DET,DT,181.0,35.0,det,council,council,1,Object
doc1,1,35,council,council,NOUN,NN,185.0,30.0,nmod,member,member,1,Object
doc1,1,36,any,any,DET,DT,193.0,38.0,det,assistance,assistance,1,Object
doc1,1,37,necessary,necessary,ADJ,JJ,197.0,38.0,amod,assistance,assistance,1,Object
doc1,1,38,assistance,assistance,NOUN,NN,207.0,30.0,dep,member,member,1,Object
doc1,1,39,required,require,VERB,VBN,218.0,38.0,acl,assistance,assistance,1,Object
doc1,1,40,by,by,ADP,IN,227.0,42.0,case,council,council,1,Object
doc1,1,41,the,the,DET,DT,230.0,42.0,det,council,council,1,Object
doc1,1,42,council,council,NOUN,NN,234.0,39.0,nmod,required,require,1,Object
doc1,1,43,",",",",.,",",241.0,38.0,punct,assistance,assistance,1,
doc1,1,44,or,or,CONJ,CC,243.0,38.0,cc,assistance,assistance,1,Object
doc1,1,45,any,any,DET,DT,246.0,46.0,det,member,member,1,Object
doc1,1,46,member,member,NOUN,NN,250.0,30.0,dep,member,member,1,Object
doc1,1,47,or,or,CONJ,CC,257.0,46.0,cc,member,member,1,Object
doc1,1,48,representative,representative,NOUN,NN,260.0,38.0,conj,assistance,assistance,1,Object
doc1,1,49,of,of,ADP,IN,275.0,51.0,case,council,council,1,Object
doc1,1,50,the,the,DET,DT,278.0,51.0,det,council,council,1,Object
doc1,1,51,council,council,NOUN,NN,282.0,46.0,nmod,member,member,1,Object
doc1,1,52,",",",",.,",",289.0,38.0,punct,assistance,assistance,1,
doc1,1,53,in,in,ADP,IN,291.0,55.0,case,performance,performance,1,Object
doc1,1,54,the,the,DET,DT,294.0,55.0,det,performance,performance,1,Object
doc1,1,55,performance,performance,NOUN,NN,298.0,38.0,nmod,assistance,assistance,1,Object
doc1,1,56,of,of,ADP,IN,310.0,58.0,case,duties,duty,1,Object
doc1,1,57,the,the,DET,DT,313.0,58.0,det,duties,duty,1,Object
doc1,1,58,duties,duty,NOUN,NNS,317.0,55.0,nmod,performance,performance,1,Object
doc1,1,59,of,of,ADP,IN,324.0,61.0,case,council,council,1,Object
doc1,1,60,the,the,DET,DT,327.0,61.0,det,council,council,1,Object
doc1,1,61,council,council,NOUN,NN,331.0,58.0,nmod,duties,duty,1,Object
doc1,1,62,so,so,ADV,RB,339.0,63.0,advmod,far,far,1,
doc1,1,63,far,far,ADV,RB,342.0,38.0,advmod,assistance,assistance,1,Condition
doc1,1,64,as,as,ADP,IN,346.0,66.0,mark,compatible,compatible,1,Condition
doc1,1,65,is,be,VERB,VBZ,349.0,66.0,cop,compatible,compatible,1,Condition
doc1,1,66,compatible,compatible,ADJ,JJ,352.0,63.0,advcl,far,far,1,Condition
doc1,1,67,with,with,ADP,IN,363.0,68.0,case,its,its,1,Condition
doc1,1,68,its,its,PRON,PRP$,368.0,66.0,nmod,compatible,compatible,1,Condition
doc1,1,69,",",",",.,",",371.0,68.0,punct,its,its,1,
doc1,1,70,his,he,PRON,PRP$,373.0,74.0,dep,duties,duty,1,Condition
doc1,1,71,",",",",.,",",376.0,74.0,punct,duties,duty,1,
doc1,1,72,or,or,CONJ,CC,378.0,74.0,cc,duties,duty,1,Condition
doc1,1,73,her,she,PRON,PRP$,381.0,74.0,nmod,duties,duty,1,Condition
doc1,1,74,duties,duty,NOUN,NNS,385.0,68.0,appos,its,its,1,Condition
doc1,1,75,.,.,.,.,391.0,22.0,punct,give,give,1,
doc1,1,0,ROOT,ROOT,,,,,,,,1,
doc1,1,1,free,free,ADJ,JJ,0.0,2.0,amod,access,access,1,Object
doc1,1,2,access,access,NOUN,NN,5.0,6.0,nsubjpass,given,give,1,Object
doc1,1,3,shall,shall,VERB,MD,12.0,6.0,aux,given,give,1,Deontic
doc1,1,4,also,also,ADV,RB,18.0,6.0,advmod,given,give,1,
doc1,1,5,be,be,VERB,VB,23.0,6.0,auxpass,given,give,1,Aim
doc1,1,6,given,give,VERB,VBN,26.0,0.0,root,ROOT,ROOT,1,Aim
doc1,1,7,to,to,PRT,TO,32.0,9.0,case,books,book,1,Object
doc1,1,8,any,any,DET,DT,35.0,9.0,det,books,book,1,Object
doc1,1,9,books,book,NOUN,NNS,39.0,6.0,nmod,given,give,1,Object
doc1,1,10,",",",",.,",",44.0,9.0,punct,books,book,1,
doc1,1,11,records,record,NOUN,NNS,46.0,6.0,nmod,given,give,1,Object
doc1,1,12,",",",",.,",",53.0,9.0,punct,books,book,1,
doc1,1,13,or,or,CONJ,CC,55.0,9.0,cc,books,book,1,Object
doc1,1,14,documents,document,NOUN,NNS,58.0,6.0,nmod,given,give,1,Object
doc1,1,15,in,in,ADP,IN,68.0,16.0,case,its,its,1,Object
doc1,1,16,its,its,PRON,PRP$,71.0,14.0,nmod,documents,document,1,Object
doc1,1,17,",",",",.,",",74.0,16.0,punct,its,its,1,
doc1,1,18,his,he,PRON,PRP$,76.0,24.0,nmod,relating,relate,1,Object
doc1,1,19,",",",",.,",",79.0,22.0,punct,custody,custody,1,
doc1,1,20,or,or,CONJ,CC,81.0,22.0,cc,custody,custody,1,Object
doc1,1,21,her,she,PRON,PRP$,84.0,22.0,nmod,custody,custody,1,Object
doc1,1,22,custody,custody,NOUN,NN,88.0,24.0,dep,relating,relate,1,Object
doc1,1,23,",",",",.,",",95.0,22.0,punct,custody,custody,1,
doc1,1,24,relating,relate,VERB,VBG,97.0,16.0,acl,its,its,1,Object
doc1,1,25,to,to,PRT,TO,106.0,26.0,case,matters,matter,1,Object
doc1,1,26,matters,matter,NOUN,NNS,109.0,24.0,nmod,relating,relate,1,Object
doc1,1,27,within,within,ADP,IN,117.0,29.0,case,scope,scope,1,Object
doc1,1,28,the,the,DET,DT,124.0,29.0,det,scope,scope,1,Object
doc1,1,29,scope,scope,NOUN,NN,128.0,26.0,nmod,matters,matter,1,Object
doc1,1,30,of,of,ADP,IN,134.0,31.0,case,inquiry,inquiry,1,Object
doc1,1,31,inquiry,inquiry,NOUN,NN,137.0,29.0,nmod,scope,scope,1,Object
doc1,1,32,",",",",.,",",144.0,31.0,punct,inquiry,inquiry,1,
doc1,1,33,study,study,NOUN,NN,146.0,29.0,nmod,scope,scope,1,Object
doc1,1,34,",",",",.,",",151.0,31.0,punct,inquiry,inquiry,1,
doc1,1,35,or,or,CONJ,CC,153.0,31.0,cc,inquiry,inquiry,1,Object
doc1,1,36,investigation,investigation,NOUN,NN,156.0,29.0,nmod,scope,scope,1,Object
doc1,1,37,of,of,ADP,IN,170.0,39.0,case,council,council,1,Object
doc1,1,38,the,the,DET,DT,173.0,39.0,det,council,council,1,Object
doc1,1,39,council,council,NOUN,NN,177.0,36.0,nmod,investigation,investigation,1,Object
doc1,1,40,.,.,.,.,184.0,6.0,punct,given,give,1,
doc1,1,0,ROOT,ROOT,,,,,,,,1,
doc1,1,1,any,any,DET,DT,0.0,2.0,det,suit,suit,1,Object
doc1,1,2,suit,suit,NOUN,NN,4.0,0.0,root,ROOT,ROOT,1,Object
doc1,1,3,",",",",.,",",8.0,2.0,punct,suit,suit,1,
doc1,1,4,action,action,NOUN,NN,10.0,2.0,conj,suit,suit,1,Object
doc1,1,5,",",",",.,",",16.0,2.0,punct,suit,suit,1,
doc1,1,6,or,or,CONJ,CC,18.0,2.0,cc,suit,suit,1,Object
doc1,1,7,other,other,ADJ,JJ,21.0,2.0,conj,suit,suit,1,Object
doc1,1,8,proceeding,proceed,VERB,VBG,27.0,7.0,dep,other,other,1,Object
doc1,1,9,lawfully,lawfully,ADV,RB,38.0,10.0,advmod,commenced,commence,1,Object
doc1,1,10,commenced,commence,VERB,VBN,47.0,8.0,dep,proceeding,proceed,1,Object
doc1,1,11,by,by,ADP,IN,57.0,25.0,mark,abate,abate,1,Object
doc1,1,12,",",",",.,",",59.0,25.0,punct,abate,abate,1,
doc1,1,13,against,against,ADP,IN,61.0,10.0,advcl,commenced,commence,1,Object
doc1,1,14,",",",",.,",",68.0,25.0,punct,abate,abate,1,
doc1,1,15,or,or,CONJ,CC,70.0,25.0,cc,abate,abate,1,Object
doc1,1,16,before,before,ADP,IN,73.0,25.0,mark,abate,abate,1,Object
doc1,1,17,any,any,DET,DT,80.0,18.0,det,entity,entity,1,Object
doc1,1,18,entity,entity,NOUN,NN,84.0,25.0,nsubj,abate,abate,1,Object
doc1,1,19,affected,affect,VERB,VBN,91.0,18.0,acl,entity,entity,1,Object
doc1,1,20,by,by,ADP,IN,100.0,22.0,case,order,order,1,Object
doc1,1,21,this,this,DET,DT,103.0,22.0,det,order,order,1,Object
doc1,1,22,order,order,NOUN,NN,108.0,19.0,nmod,affected,affect,1,Object
doc1,1,23,shall,shall,VERB,MD,114.0,25.0,aux,abate,abate,1,Deontic
doc1,1,24,not,not,ADV,RB,120.0,25.0,neg,abate,abate,1,Deontic
doc1,1,25,abate,abate,VERB,VB,124.0,10.0,advcl,commenced,commence,1,Aim
doc1,1,26,by,by,ADP,IN,130.0,27.0,case,reason,reason,1,Condition
doc1,1,27,reason,reason,NOUN,NN,133.0,25.0,nmod,abate,abate,1,Condition
doc1,1,28,of,of,ADP,IN,140.0,31.0,case,effect,effect,1,Condition
doc1,1,29,the,the,DET,DT,143.0,31.0,det,effect,effect,1,Condition
doc1,1,30,taking,take,VERB,VBG,147.0,31.0,compound,effect,effect,1,Condition
doc1,1,31,effect,effect,NOUN,NN,154.0,27.0,nmod,reason,reason,1,Condition
doc1,1,32,of,of,ADP,IN,161.0,34.0,case,order,order,1,Condition
doc1,1,33,this,this,DET,DT,164.0,34.0,det,order,order,1,Condition
doc1,1,34,order,order,NOUN,NN,169.0,31.0,nmod,effect,effect,1,Condition
doc1,1,0,ROOT,ROOT,,,,,,,,1,
doc1,1,1,the,the,DET,DT,0.0,2.0,det,invalidity,invalidity,1,Condition
doc1,1,2,invalidity,invalidity,NOUN,NN,4.0,11.0,nsubj,affect,affect,1,Condition
doc1,1,3,of,of,ADP,IN,15.0,5.0,case,portion,portion,1,Condition
doc1,1,4,any,any,DET,DT,18.0,5.0,det,portion,portion,1,Condition
doc1,1,5,portion,portion,NOUN,NN,22.0,2.0,nmod,invalidity,invalidity,1,Condition
doc1,1,6,of,of,ADP,IN,30.0,8.0,case,order,order,1,Condition
doc1,1,7,this,this,DET,DT,33.0,8.0,det,order,order,1,Condition
doc1,1,8,order,order,NOUN,NN,38.0,5.0,nmod,portion,portion,1,Condition
doc1,1,9,shall,shall,VERB,MD,44.0,11.0,aux,affect,affect,1,Deontic
doc1,1,10,not,not,ADV,RB,50.0,11.0,neg,affect,affect,1,Deontic
doc1,1,11,affect,affect,VERB,VB,54.0,0.0,root,ROOT,ROOT,1,Aim
doc1,1,12,the,the,DET,DT,61.0,13.0,det,validity,validity,1,Object
doc1,1,13,validity,validity,NOUN,NN,65.0,11.0,dobj,affect,affect,1,Object
doc1,1,14,of,of,ADP,IN,74.0,16.0,case,remainder,remainder,1,Object
doc1,1,15,the,the,DET,DT,77.0,16.0,det,remainder,remainder,1,Object
doc1,1,16,remainder,remainder,NOUN,NN,81.0,13.0,nmod,validity,validity,1,Object
doc1,1,17,of,of,ADP,IN,91.0,19.0,case,order,order,1,Object
doc1,1,18,the,the,DET,DT,94.0,19.0,det,order,order,1,Object
doc1,1,19,order,order,NOUN,NN,98.0,16.0,nmod,remainder,remainder,1,Object
doc1,1,20,.,.,.,.,103.0,11.0,punct,affect,affect,1,
doc1,1,0,ROOT,ROOT,,,,,,,,2,
doc1,1,1,this,this,DET,DT,0.0,2.0,det,order,order,2,Object
doc1,1,2,order,order,NOUN,NN,5.0,4.0,nsubj,effective,effective,2,Object
doc1,1,3,is,be,VERB,VBZ,11.0,4.0,cop,effective,effective,2,
doc1,1,4,effective,effective,ADJ,JJ,14.0,0.0,root,ROOT,ROOT,2,Aim
doc1,1,5,upon,upon,ADP,IN,24.0,6.0,case,filing,filing,2,Condition
doc1,1,6,filing,filing,NOUN,NN,29.0,4.0,nmod,effective,effective,2,Condition
doc1,1,7,.,.,.,.,35.0,4.0,punct,effective,effective,2,
doc1,1,0,ROOT,ROOT,,,,,,,,2,
doc1,1,1,given,give,VERB,VBN,0.0,4.0,case,hand,hand,2,
doc1,1,2,under,under,ADP,IN,6.0,4.0,case,hand,hand,2,
doc1,1,3,my,my,PRON,PRP$,12.0,4.0,nmod,hand,hand,2,
doc1,1,4,hand,hand,NOUN,NN,15.0,0.0,root,ROOT,ROOT,2,
doc1,1,5,and,and,CONJ,CC,20.0,4.0,cc,hand,hand,2,
doc1,1,6,the,the,DET,DT,24.0,8.0,det,seal,seal,2,
doc1,1,7,great,great,ADJ,JJ,28.0,8.0,amod,seal,seal,2,
doc1,1,8,seal,seal,NOUN,NN,34.0,4.0,conj,hand,hand,2,
doc1,1,9,of,of,ADP,IN,39.0,11.0,case,state,state,2,
doc1,1,10,the,the,DET,DT,42.0,11.0,det,state,state,2,
doc1,1,11,state,state,NOUN,NN,46.0,8.0,nmod,seal,seal,2,
doc1,1,12,of,of,ADP,IN,52.0,13.0,case,michigan,michigan,2,
doc1,1,13,michigan,michigan,NOUN,NN,55.0,11.0,nmod,state,state,2,
doc1,1,14,this,this,DET,DT,64.0,16.0,det,day,day,2,
doc1,1,15,7th,7th,ADJ,JJ,69.0,16.0,amod,day,day,2,
doc1,1,16,day,day,NOUN,NN,73.0,8.0,nmod,seal,seal,2,
doc1,1,17,of,of,ADP,IN,77.0,18.0,case,june,june,2,
doc1,1,18,june,june,NOUN,NNP,80.0,8.0,nmod,seal,seal,2,
doc1,1,19,",",",",.,",",84.0,4.0,punct,hand,hand,2,
doc1,1,20,in,in,ADP,IN,86.0,22.0,case,year,year,2,
doc1,1,21,the,the,DET,DT,89.0,22.0,det,year,year,2,
doc1,1,22,year,year,NOUN,NN,93.0,19.0,root,",",",",2,
doc1,1,23,of,of,ADP,IN,98.0,25.0,case,lord,lord,2,
doc1,1,24,our,we,PRON,PRP$,101.0,25.0,nmod,lord,lord,2,
doc1,1,25,lord,lord,NOUN,NN,105.0,22.0,nmod,year,year,2,
doc1,1,26,",",",",.,",",109.0,22.0,punct,year,year,2,
doc1,1,27,two,two,NUM,CD,111.0,28.0,nummod,thousand,thousand,2,
doc1,1,28,thousand,thousand,NUM,CD,115.0,26.0,root,",",",",2,
doc1,1,29,and,and,CONJ,CC,124.0,28.0,cc,thousand,thousand,2,
doc1,1,30,five,five,NUM,CD,128.0,26.0,root,",",",",2,
doc1,1,31,.,.,.,.,132.0,28.0,punct,thousand,thousand,2,
doc1,1,0,ROOT,ROOT,,,,,,,,1,
doc1,1,1,metropolitan,metropolitan,ADJ,JJ,0.0,3.0,amod,council,council,1,
doc1,1,2,county,county,NOUN,NN,13.0,3.0,compound,council,council,1,
doc1,1,3,council,council,NOUN,NN,20.0,5.0,nsubj,goes,go,1,
doc1,1,4,hereby,hereby,ADV,RB,28.0,5.0,advmod,goes,go,1,
doc1,1,5,goes,go,VERB,VBZ,35.0,0.0,root,ROOT,ROOT,1,
doc1,1,6,on,on,ADP,IN,40.0,7.0,case,record,record,1,
doc1,1,7,record,record,NOUN,NN,43.0,5.0,nmod,goes,go,1,
doc1,1,8,as,as,ADP,IN,50.0,9.0,mark,requesting,request,1,
doc1,1,9,requesting,request,VERB,VBG,53.0,5.0,advcl,goes,go,1,
doc1,1,10,the,the,DET,DT,64.0,12.0,det,board,board,1,
doc1,1,11,metropolitan,metropolitan,ADJ,JJ,68.0,12.0,amod,board,board,1,
doc1,1,12,board,board,NOUN,NN,81.0,9.0,dobj,requesting,request,1,
doc1,1,13,of,of,ADP,IN,87.0,14.0,case,health,health,1,
doc1,1,14,health,health,NOUN,NN,90.0,12.0,nmod,board,board,1,
doc1,1,15,to,to,PRT,TO,97.0,16.0,mark,create,create,1,
doc1,1,16,create,create,VERB,VB,100.0,9.0,advcl,requesting,request,1,
doc1,1,17,a,a,DET,DT,107.0,20.0,det,council,council,1,
doc1,1,18,food,food,NOUN,NN,109.0,20.0,compound,council,council,1,
doc1,1,19,policy,policy,NOUN,NN,114.0,20.0,compound,council,council,1,
doc1,1,20,council,council,NOUN,NN,121.0,16.0,dobj,create,create,1,
doc1,1,21,.,.,.,.,128.0,5.0,punct,goes,go,1,
doc1,1,0,ROOT,ROOT,,,,,,,,1,
doc1,1,1,the,the,DET,DT,0.0,3.0,det,clerk,clerk,1,Attribute
doc1,1,2,metropolitan,metropolitan,ADJ,JJ,4.0,3.0,amod,clerk,clerk,1,Attribute
doc1,1,3,clerk,clerk,NOUN,NN,17.0,5.0,nsubjpass,directed,direct,1,Attribute
doc1,1,4,is,be,VERB,VBZ,23.0,5.0,auxpass,directed,direct,1,Deontic
doc1,1,5,directed,direct,VERB,VBN,26.0,0.0,root,ROOT,ROOT,1,Deontic
doc1,1,6,to,to,PRT,TO,35.0,7.0,mark,send,send,1,Aim
doc1,1,7,send,send,VERB,VB,38.0,5.0,xcomp,directed,direct,1,Aim
doc1,1,8,a,a,DET,DT,43.0,9.0,det,copy,copy,1,Object
doc1,1,9,copy,copy,NOUN,NN,45.0,7.0,dobj,send,send,1,Object
doc1,1,10,of,of,ADP,IN,50.0,12.0,case,resolution,resolution,1,Object
doc1,1,11,this,this,DET,DT,53.0,12.0,det,resolution,resolution,1,Object
doc1,1,12,resolution,resolution,NOUN,NN,58.0,9.0,nmod,copy,copy,1,Object
doc1,1,13,to,to,PRT,TO,69.0,15.0,case,member,member,1,Condition
doc1,1,14,each,each,DET,DT,72.0,15.0,det,member,member,1,Condition
doc1,1,15,member,member,NOUN,NN,77.0,7.0,nmod,send,send,1,Condition
doc1,1,16,of,of,ADP,IN,84.0,19.0,case,board,board,1,Condition
doc1,1,17,the,the,DET,DT,87.0,19.0,det,board,board,1,Condition
doc1,1,18,metropolitan,metropolitan,ADJ,JJ,91.0,19.0,amod,board,board,1,Condition
doc1,1,19,board,board,NOUN,NN,104.0,15.0,nmod,member,member,1,Condition
doc1,1,20,of,of,ADP,IN,110.0,21.0,case,health,health,1,Condition
doc1,1,21,health,health,NOUN,NN,113.0,19.0,nmod,board,board,1,Condition
doc1,1,22,and,and,CONJ,CC,120.0,7.0,cc,send,send,1,Condition
doc1,1,23,to,to,PRT,TO,124.0,28.0,case,paul,paul,1,Condition
doc1,1,24,health,health,NOUN,NN,127.0,28.0,compound,paul,paul,1,Condition
doc1,1,25,director,director,NOUN,NN,134.0,28.0,compound,paul,paul,1,Condition
doc1,1,26,dr.,dr.,NOUN,NNP,143.0,28.0,compound,paul,paul,1,Condition
doc1,1,27,bill,bill,NOUN,NN,147.0,28.0,compound,paul,paul,1,Condition
doc1,1,28,paul,paul,NOUN,NN,152.0,7.0,nmod,send,send,1,Condition
doc1,1,29,.,.,.,.,156.0,5.0,punct,directed,direct,1,
doc1,1,0,ROOT,ROOT,,,,,,,,2,
doc1,1,1,this,this,DET,DT,0.0,2.0,det,resolution,resolution,2,Object
doc1,1,2,resolution,resolution,NOUN,NN,5.0,4.0,nsubj,take,take,2,Object
doc1,1,3,shall,shall,VERB,MD,16.0,4.0,aux,take,take,2,Deontic
doc1,1,4,take,take,VERB,VB,22.0,0.0,root,ROOT,ROOT,2,Aim
doc1,1,5,effect,effect,NOUN,NN,27.0,4.0,dobj,take,take,2,Aim
doc1,1,6,from,from,ADP,IN,34.0,10.0,case,passage,passage,2,Condition
doc1,1,7,and,and,CONJ,CC,39.0,6.0,cc,from,from,2,Condition
doc1,1,8,after,after,ADP,IN,43.0,6.0,conj,from,from,2,Condition
doc1,1,9,its,its,PRON,PRP$,49.0,10.0,nmod,passage,passage,2,Condition
doc1,1,10,passage,passage,NOUN,NN,53.0,4.0,nmod,take,take,2,Condition
doc1,1,11,",",",",.,",",60.0,10.0,punct,passage,passage,2,
doc1,1,12,the,the,DET,DT,62.0,13.0,det,welfare,welfare,2,Object
doc1,1,13,welfare,welfare,NOUN,NN,66.0,10.0,appos,passage,passage,2,Object
doc1,1,14,of,of,ADP,IN,74.0,17.0,case,government,government,2,Object
doc1,1,15,the,the,DET,DT,77.0,17.0,det,government,government,2,Object
doc1,1,16,metropolitan,metropolitan,ADJ,JJ,81.0,17.0,amod,government,government,2,Object
doc1,1,17,government,government,NOUN,NN,94.0,13.0,nmod,welfare,welfare,2,Object
doc1,1,18,of,of,ADP,IN,105.0,19.0,case,nashville,nashville,2,Object
doc1,1,19,nashville,nashville,NOUN,NN,108.0,17.0,nmod,government,government,2,Object
doc1,1,20,and,and,CONJ,CC,118.0,19.0,cc,nashville,nashville,2,Object
doc1,1,21,davidson,davidson,NOUN,NN,122.0,22.0,compound,county,county,2,Object
doc1,1,22,county,county,NOUN,NN,131.0,17.0,nmod,government,government,2,Object
doc1,1,23,requiring,require,VERB,VBG,138.0,13.0,acl,welfare,welfare,2,Object
doc1,1,24,it,it,PRON,PRP,148.0,23.0,dobj,requiring,require,2,Object
doc1,1,25,.,.,.,.,150.0,4.0,punct,take,take,2,
doc1,1,0,ROOT,ROOT,,,,,,,,2,
doc1,1,1,the,the,DET,DT,0.0,6.0,det,council,council,2,
doc1,1,2,new,new,ADJ,JJ,4.0,6.0,amod,council,council,2,
doc1,1,3,haven,haven,NOUN,NN,8.0,6.0,compound,council,council,2,
doc1,1,4,food,food,NOUN,NN,14.0,6.0,compound,council,council,2,
doc1,1,5,policy,policy,NOUN,NN,19.0,6.0,compound,council,council,2,
doc1,1,6,council,council,NOUN,NN,26.0,8.0,nsubjpass,established,establish,2,
doc1,1,7,is,be,VERB,VBZ,34.0,8.0,auxpass,established,establish,2,
doc1,1,8,established,establish,VERB,VBN,37.0,0.0,root,ROOT,ROOT,2,
doc1,1,0,ROOT,ROOT,,,,,,,,1,
doc1,1,1,...,...,.,:,0.0,3.0,punct,composed,compose,1,
doc1,1,2,and,and,CONJ,CC,3.0,3.0,cc,composed,compose,1,
doc1,1,3,composed,compose,VERB,VBN,7.0,0.0,root,ROOT,ROOT,1,Aim
doc1,1,4,of,of,ADP,IN,16.0,5.0,case,eleven,eleven,1,Object
doc1,1,5,eleven,eleven,NOUN,NNS,19.0,3.0,nmod,composed,compose,1,Object
doc1,1,6,-LRB-,-lrb-,.,-LRB-,26.0,7.0,punct,11,11,1,
doc1,1,7,11,11,NUM,CD,27.0,5.0,appos,eleven,eleven,1,
doc1,1,8,-RRB-,-rrb-,.,-RRB-,29.0,7.0,punct,11,11,1,
doc1,1,9,members,member,NOUN,NNS,31.0,5.0,dep,eleven,eleven,1,Object
doc1,1,10,",",",",.,",",38.0,5.0,punct,eleven,eleven,1,
doc1,1,11,ten,ten,NUM,CD,40.0,3.0,nmod,composed,compose,1,Object
doc1,1,12,-LRB-,-lrb-,.,-LRB-,44.0,13.0,punct,10,10,1,
doc1,1,13,10,10,NUM,CD,45.0,11.0,appos,ten,ten,1,
doc1,1,14,-RRB-,-rrb-,.,-RRB-,47.0,13.0,punct,10,10,1,
doc1,1,15,appointed,appoint,VERB,VBN,49.0,11.0,dep,ten,ten,1,Object
doc1,1,16,by,by,ADP,IN,59.0,18.0,case,mayor,mayor,1,Object
doc1,1,17,the,the,DET,DT,62.0,18.0,det,mayor,mayor,1,Object
doc1,1,18,mayor,mayor,NOUN,NN,66.0,15.0,nmod,appointed,appoint,1,Object
doc1,1,19,and,and,CONJ,CC,72.0,15.0,cc,appointed,appoint,1,Object
doc1,1,20,approved,approve,VERB,VBN,76.0,11.0,dep,ten,ten,1,Object
doc1,1,21,by,by,ADP,IN,85.0,23.0,case,board,board,1,Object
doc1,1,22,the,the,DET,DT,88.0,23.0,det,board,board,1,Object
doc1,1,23,board,board,NOUN,NN,92.0,20.0,nmod,approved,approve,1,Object
doc1,1,24,of,of,ADP,IN,98.0,25.0,case,alderman,alderman,1,Object
doc1,1,25,alderman,alderman,NOUN,NN,101.0,23.0,nmod,board,board,1,Object
doc1,1,26,",",",",.,",",109.0,5.0,punct,eleven,eleven,1,
doc1,1,27,and,and,CONJ,CC,111.0,5.0,cc,eleven,eleven,1,Object
doc1,1,28,one,one,NUM,CD,115.0,3.0,nmod,composed,compose,1,Object
doc1,1,29,-LRB-,-lrb-,.,-LRB-,119.0,32.0,punct,aldermanic,aldermanic,1,
doc1,1,30,1,1,NUM,CD,120.0,32.0,compound,aldermanic,aldermanic,1,
doc1,1,31,-RRB-,-rrb-,.,-RRB-,121.0,32.0,punct,aldermanic,aldermanic,1,
doc1,1,32,aldermanic,aldermanic,ADJ,JJ,123.0,28.0,dep,one,one,1,Object
